gene_id	Heart_P3_1	Heart_P3_2	Heart_P3_3	Heart_P3_4	Heart_P63_1	Heart_P63_2	Heart_P63_3	Heart_P63_4
ENSMUSG00000083138	0	0	0	0	0	0	0	0
ENSMUSG00000083139	3	4	3	1	5	3	1	3
ENSMUSG00000083140	0	0	0	0	0	1	0	0
ENSMUSG00000083141	0	0	0	0	0	0	0	0
ENSMUSG00000083142	0	0	0	0	0	0	0	0
ENSMUSG00000083143	0	0	0	0	0	0	0	0
ENSMUSG00000083144	0	0	0	0	0	0	0	0
ENSMUSG00000083147	0	0	0	0	0	0	0	0
ENSMUSG00000083149	0	3	1	0	2	0	0	0
ENSMUSG00000083150	0	1	0	0	1	0	0	1
ENSMUSG00000083151	0	1	0	0	0	0	0	0
ENSMUSG00000083152	2	5	0	6	5	4	1	1
ENSMUSG00000083153	0	0	0	0	0	0	0	0
ENSMUSG00000083154	2	3	4	4	2	0	1	2
ENSMUSG00000083155	0	0	0	0	0	0	0	0
ENSMUSG00000083156	7	3	3	8	44	13	42	83
ENSMUSG00000083157	1	1	0	1	0	1	0	0
ENSMUSG00000083158	0	0	0	0	0	0	0	0
ENSMUSG00000083159	5	3	3	13	6	0	4	9
ENSMUSG00000083160	3	2	2	2	1	0	4	0
ENSMUSG00000083162	0	6	0	5	1	0	3	6
ENSMUSG00000083163	0	0	0	0	0	0	0	0
ENSMUSG00000083165	0	0	0	0	0	0	0	0
ENSMUSG00000083166	1	5	0	2	3	0	5	4
ENSMUSG00000083167	0	0	0	0	0	0	0	0
ENSMUSG00000083168	0	0	0	0	0	0	0	0
ENSMUSG00000083169	7	7	2	4	6	3	7	3
ENSMUSG00000083171	3	2	0	1	2	1	1	0
ENSMUSG00000083174	15	13	8	12	22	8	14	31
ENSMUSG00000083176	2	1	2	0	0	0	0	1
ENSMUSG00000083177	15	12	13	6	43	13	62	63
ENSMUSG00000083178	0	0	0	0	0	0	1	0
ENSMUSG00000083179	12	9	11	20	21	5	21	27
ENSMUSG00000083181	0	0	0	0	0	0	0	0
ENSMUSG00000083183	14	11	7	14	12	3	10	17
ENSMUSG00000083184	0	0	0	0	0	0	0	0
ENSMUSG00000083185	0	0	0	0	0	0	0	0
ENSMUSG00000083186	10	12	5	13	11	3	10	13
ENSMUSG00000083188	0	0	0	0	0	0	0	0
ENSMUSG00000083190	1	1	0	2	0	0	0	1
ENSMUSG00000083191	0	1	2	1	1	0	0	0
ENSMUSG00000083192	1	1	0	0	0	1	0	1
ENSMUSG00000083193	0	0	0	0	0	0	0	0
ENSMUSG00000083195	1	0	0	1	1	0	2	0
ENSMUSG00000083197	0	1	0	0	0	0	0	0
ENSMUSG00000083199	3	1	3	1	2	1	1	2
ENSMUSG00000083200	10	20	17	14	15	8	9	13
ENSMUSG00000083201	0	0	0	1	1	0	1	0
ENSMUSG00000083202	0	0	0	0	0	0	0	0
ENSMUSG00000083203	0	0	0	0	0	0	0	0
ENSMUSG00000083204	0	0	0	0	0	0	0	0
ENSMUSG00000083205	0	0	0	0	1	0	0	0
ENSMUSG00000083206	0	0	0	0	0	0	0	0
ENSMUSG00000083207	2	2	5	1	1	2	2	4
ENSMUSG00000083208	0	0	0	0	0	0	0	0
ENSMUSG00000083209	1	2	0	0	0	1	0	0
ENSMUSG00000083210	1	0	0	0	1	0	0	1
ENSMUSG00000083211	0	0	0	0	0	0	0	0
ENSMUSG00000083212	1	0	0	2	1	0	1	2
ENSMUSG00000083213	0	0	0	0	0	0	0	0
ENSMUSG00000083214	0	0	0	0	0	0	0	1
ENSMUSG00000083215	0	0	0	0	0	0	0	0
ENSMUSG00000083216	2	2	0	2	1	4	11	50
ENSMUSG00000083218	49	19	29	42	19	7	12	20
ENSMUSG00000083220	3	2	3	1	5	1	1	4
ENSMUSG00000083221	0	1	0	1	0	0	0	0
ENSMUSG00000083222	0	0	0	0	0	0	0	0
ENSMUSG00000083223	4	1	2	1	0	0	1	0
ENSMUSG00000083224	0	0	0	0	1	0	0	1
ENSMUSG00000083227	0	0	0	0	0	0	0	0
ENSMUSG00000083228	0	0	0	0	0	0	0	0
ENSMUSG00000083229	0	1	0	1	0	0	0	0
ENSMUSG00000083230	0	0	1	1	0	0	0	1
ENSMUSG00000083231	0	0	0	0	0	0	0	0
ENSMUSG00000083232	1	0	1	0	1	0	1	0
ENSMUSG00000083233	0	0	0	0	0	0	0	0
ENSMUSG00000083234	0	0	0	0	0	0	0	0
ENSMUSG00000083235	0	0	0	0	0	0	0	0
ENSMUSG00000083236	0	2	0	0	2	0	3	3
ENSMUSG00000083237	0	1	0	0	1	0	0	0
ENSMUSG00000083238	0	0	0	0	0	0	1	0
ENSMUSG00000083239	0	0	0	0	0	0	0	0
ENSMUSG00000083240	37	16	34	45	64	12	66	96
ENSMUSG00000083241	0	0	0	0	0	1	0	0
ENSMUSG00000083242	0	0	0	0	0	0	0	1
ENSMUSG00000083243	0	1	0	0	0	1	1	1
ENSMUSG00000083244	0	0	0	0	1	0	0	0
ENSMUSG00000083245	14	12	17	13	58	8	39	52
ENSMUSG00000083248	0	0	0	0	0	0	0	0
ENSMUSG00000083251	0	0	0	0	0	0	0	0
ENSMUSG00000083252	0	0	0	0	1	0	0	0
ENSMUSG00000083253	1	7	5	3	0	1	4	5
ENSMUSG00000083254	0	0	0	0	0	0	0	0
ENSMUSG00000083255	0	0	2	0	0	0	0	0
ENSMUSG00000083256	0	0	0	0	0	0	0	0
ENSMUSG00000083257	0	0	1	1	1	0	0	1
ENSMUSG00000083258	7	11	5	8	10	4	8	5
ENSMUSG00000083260	0	0	0	1	0	0	0	0
ENSMUSG00000083261	6	17	7	11	34	6	9	25
ENSMUSG00000083262	2	1	3	1	2	2	2	4
ENSMUSG00000083264	0	0	0	0	0	0	0	0
ENSMUSG00000083266	0	0	0	0	0	0	0	0
ENSMUSG00000083267	0	0	0	0	0	0	0	0
ENSMUSG00000083268	3	1	0	1	2	0	0	1
ENSMUSG00000083269	0	1	0	1	0	0	0	0
ENSMUSG00000083270	57	38	31	48	100	32	75	78
ENSMUSG00000083271	23	16	13	10	36	15	35	50
ENSMUSG00000083272	0	0	0	0	0	0	0	0
ENSMUSG00000083274	0	0	1	0	0	0	0	0
ENSMUSG00000083275	0	0	0	0	0	0	0	0
ENSMUSG00000083276	1	0	1	1	0	1	0	0
ENSMUSG00000083277	0	0	0	0	1	0	1	0
ENSMUSG00000083278	0	0	0	0	0	0	0	0
ENSMUSG00000083279	1	1	1	0	3	0	3	4
ENSMUSG00000083280	6	7	4	4	4	1	3	10
ENSMUSG00000083281	1	1	2	0	1	0	2	2
ENSMUSG00000083282	505	562	448	732	1585	830	1460	1713
ENSMUSG00000083283	22	9	14	16	27	8	18	33
ENSMUSG00000083285	0	0	0	0	0	0	0	0
ENSMUSG00000083287	3	8	7	3	2	0	1	2
ENSMUSG00000083288	1	1	1	0	2	1	3	0
ENSMUSG00000083289	0	2	0	2	4	1	1	4
ENSMUSG00000083290	0	0	0	0	0	0	0	0
ENSMUSG00000083291	3	2	0	2	1	2	2	1
ENSMUSG00000083292	0	0	0	1	1	1	0	1
ENSMUSG00000083296	1	0	0	0	0	0	1	0
ENSMUSG00000083297	0	0	0	0	0	0	0	0
ENSMUSG00000083298	0	0	0	0	0	0	0	1
ENSMUSG00000083299	0	0	0	0	1	0	2	0
ENSMUSG00000083300	0	0	0	2	0	0	0	0
ENSMUSG00000083303	1	0	1	0	2	0	0	1
ENSMUSG00000083304	0	0	0	0	0	0	0	0
ENSMUSG00000083305	4	1	5	2	5	3	2	4
ENSMUSG00000083306	2	1	1	1	3	1	1	0
ENSMUSG00000083307	39	28	45	51	29	20	8	19
ENSMUSG00000083309	0	0	0	0	0	0	0	0
ENSMUSG00000083310	0	1	0	0	1	0	2	3
ENSMUSG00000083311	17	8	11	10	7	0	2	13
ENSMUSG00000083312	0	0	0	0	0	0	0	0
ENSMUSG00000083314	0	0	0	0	0	0	0	0
ENSMUSG00000083315	0	0	0	0	0	0	0	0
ENSMUSG00000083316	0	0	1	0	0	0	0	0
ENSMUSG00000083317	2	1	1	1	0	2	1	0
ENSMUSG00000083318	1	0	0	1	1	1	0	3
ENSMUSG00000083319	0	0	0	0	0	0	0	0
ENSMUSG00000083320	3	3	1	8	8	1	3	8
ENSMUSG00000083321	0	0	0	0	0	0	0	0
ENSMUSG00000083324	0	0	0	0	0	0	0	0
ENSMUSG00000083325	30	26	20	25	40	18	47	51
ENSMUSG00000083326	9	8	5	7	8	3	5	13
ENSMUSG00000083327	2455	2913	2454	3410	3450	1912	2518	3639
ENSMUSG00000083328	5	4	5	12	11	2	8	10
ENSMUSG00000083330	0	0	0	0	0	0	0	0
ENSMUSG00000083331	0	0	0	0	0	0	0	0
ENSMUSG00000083332	0	0	1	0	1	0	0	0
ENSMUSG00000083333	0	0	0	0	0	0	0	0
ENSMUSG00000083334	0	0	0	0	0	0	0	0
ENSMUSG00000083335	2	0	1	3	2	2	1	0
ENSMUSG00000083336	0	0	0	0	0	0	0	0
ENSMUSG00000083337	22	17	27	74	55	10	46	59
ENSMUSG00000083338	3	2	2	3	0	0	0	2
ENSMUSG00000083339	0	0	0	0	0	0	0	0
ENSMUSG00000083340	0	0	0	1	0	0	0	0
ENSMUSG00000083341	1	1	3	0	3	1	2	1
ENSMUSG00000083342	1	0	0	2	0	0	2	1
ENSMUSG00000083343	0	0	0	1	0	0	0	0
ENSMUSG00000083344	1	2	3	5	4	0	3	10
ENSMUSG00000083345	1	1	0	1	0	0	0	0
ENSMUSG00000083346	0	1	1	0	0	0	0	0
ENSMUSG00000083347	0	0	0	0	0	0	0	0
ENSMUSG00000083348	0	0	0	0	0	0	0	0
ENSMUSG00000083350	0	1	0	0	0	1	0	0
ENSMUSG00000083351	0	0	0	0	0	0	0	0
ENSMUSG00000083352	0	0	0	0	0	0	0	0
ENSMUSG00000083353	4	4	0	0	0	1	0	1
ENSMUSG00000083355	1	2	1	9	2	3	1	3
ENSMUSG00000083356	1	4	3	3	4	2	2	7
ENSMUSG00000083358	0	0	0	0	0	0	0	0
ENSMUSG00000083359	1	0	0	0	1	0	1	0
ENSMUSG00000083360	0	0	0	0	0	0	0	0
ENSMUSG00000083361	0	0	0	0	0	0	0	0
ENSMUSG00000083362	6	0	2	6	1	2	1	3
ENSMUSG00000083363	0	0	0	0	0	0	0	0
ENSMUSG00000083364	3	4	0	6	5	1	4	4
ENSMUSG00000083365	0	0	0	0	0	0	0	0
ENSMUSG00000083366	1	0	0	0	1	0	0	1
ENSMUSG00000083367	41	32	25	43	35	12	21	29
ENSMUSG00000083368	0	0	0	0	0	0	0	0
ENSMUSG00000083369	0	0	0	0	0	0	0	0
ENSMUSG00000083371	0	0	0	0	0	0	0	0
ENSMUSG00000083372	4	3	3	0	5	2	4	8
ENSMUSG00000083373	5	0	1	1	3	2	0	6
ENSMUSG00000083374	4	5	3	5	2	3	4	2
ENSMUSG00000083375	0	0	1	2	0	0	0	0
ENSMUSG00000083376	0	0	1	0	0	0	0	0
ENSMUSG00000083377	0	0	0	0	0	0	0	0
ENSMUSG00000083378	20	10	13	26	34	7	21	30
ENSMUSG00000083379	0	0	0	1	0	0	1	2
ENSMUSG00000083380	1	1	2	18	30	1	12	14
ENSMUSG00000083382	6	5	5	11	9	5	13	20
ENSMUSG00000083383	0	0	0	0	0	0	0	0
ENSMUSG00000083384	0	0	0	0	0	0	0	0
ENSMUSG00000083385	0	0	0	0	0	0	0	0
ENSMUSG00000083386	0	0	0	0	1	0	0	0
ENSMUSG00000083387	0	0	0	0	1	0	0	0
ENSMUSG00000083388	0	0	0	1	0	0	0	1
ENSMUSG00000083389	0	0	0	0	0	0	0	0
ENSMUSG00000083390	1	2	1	1	3	0	0	3
ENSMUSG00000083391	3	3	3	5	7	5	8	13
ENSMUSG00000083392	5	2	4	3	9	2	5	2
ENSMUSG00000083393	0	0	0	1	0	0	0	0
ENSMUSG00000083394	6	12	8	10	4	5	9	6
ENSMUSG00000083395	2	0	0	3	3	0	1	7
ENSMUSG00000083396	23	26	23	21	37	21	21	29
ENSMUSG00000083398	0	0	0	0	0	0	0	0
ENSMUSG00000083399	8	6	6	10	7	1	5	12
ENSMUSG00000083400	0	0	0	0	0	0	0	0
ENSMUSG00000083401	0	0	0	0	0	0	0	0
ENSMUSG00000083402	0	0	0	0	0	0	0	0
ENSMUSG00000083403	0	0	0	0	0	0	0	0
ENSMUSG00000083404	0	0	0	0	0	0	0	0
ENSMUSG00000083405	0	0	0	0	0	0	0	0
ENSMUSG00000083406	2	0	0	1	0	0	1	1
ENSMUSG00000083407	4	0	3	1	0	0	0	0
ENSMUSG00000083409	0	0	0	0	0	0	0	0
ENSMUSG00000083410	0	1	0	0	0	0	0	0
ENSMUSG00000083411	5	2	1	4	8	0	6	7
ENSMUSG00000083412	1	1	0	0	0	0	2	0
ENSMUSG00000083413	0	0	0	0	0	0	0	0
ENSMUSG00000083414	0	0	1	1	0	0	0	0
ENSMUSG00000083415	0	0	0	0	0	0	0	0
ENSMUSG00000083416	0	0	0	0	1	0	0	1
ENSMUSG00000083417	0	0	0	0	0	0	0	0
ENSMUSG00000083418	0	0	0	0	0	0	0	0
ENSMUSG00000083419	0	1	0	0	0	0	0	0
ENSMUSG00000083420	0	0	0	0	0	0	0	1
ENSMUSG00000083421	0	2	0	1	0	0	1	1
ENSMUSG00000083422	4	2	2	3	4	1	6	4
ENSMUSG00000083423	0	0	0	0	0	0	1	0
ENSMUSG00000083424	3	2	4	11	6	0	3	5
ENSMUSG00000083425	1	0	0	0	1	0	0	0
ENSMUSG00000083427	1	0	0	0	0	0	0	0
ENSMUSG00000083429	3	0	1	4	4	1	3	1
ENSMUSG00000083430	0	0	0	0	0	0	0	1
ENSMUSG00000083431	1	3	4	4	4	5	11	8
ENSMUSG00000083432	0	0	0	0	0	0	0	0
ENSMUSG00000083434	1	2	0	1	0	0	0	1
ENSMUSG00000083435	1	1	1	1	1	0	0	1
ENSMUSG00000083436	0	0	0	0	0	0	0	0
ENSMUSG00000083437	0	0	1	0	0	0	0	0
ENSMUSG00000083438	6	7	2	1	8	4	5	4
ENSMUSG00000083439	4	8	11	12	37	8	23	39
ENSMUSG00000083440	2	0	1	0	0	1	1	2
ENSMUSG00000083441	1	0	0	0	0	0	0	0
ENSMUSG00000083442	0	0	0	0	1	1	0	0
ENSMUSG00000083443	20	17	16	9	27	11	18	37
ENSMUSG00000083444	0	0	0	0	0	0	0	0
ENSMUSG00000083445	0	0	0	0	0	0	0	0
ENSMUSG00000083446	0	0	0	0	0	0	0	0
ENSMUSG00000083447	0	0	0	0	0	0	0	0
ENSMUSG00000083449	1	4	5	2	1	1	1	1
ENSMUSG00000083450	0	0	0	0	0	0	0	0
ENSMUSG00000083451	6	14	13	2	11	9	5	8
ENSMUSG00000083452	1	0	0	0	0	0	0	0
ENSMUSG00000083453	0	0	0	0	1	0	1	2
ENSMUSG00000083454	19	14	6	5	8	4	2	15
ENSMUSG00000083455	0	0	0	0	0	0	0	1
ENSMUSG00000083456	0	0	0	0	0	0	0	0
ENSMUSG00000083458	6	5	5	5	11	6	9	15
ENSMUSG00000083460	1	2	3	4	2	0	2	6
ENSMUSG00000083461	0	0	0	0	0	0	0	0
ENSMUSG00000083462	1	0	1	4	1	0	3	2
ENSMUSG00000083463	0	0	0	0	0	0	0	0
ENSMUSG00000083465	10	7	12	11	7	8	14	13
ENSMUSG00000083466	0	0	0	0	0	0	0	0
ENSMUSG00000083467	0	0	0	0	0	0	0	0
ENSMUSG00000083468	8	7	8	6	5	2	3	10
ENSMUSG00000083469	0	0	0	0	0	0	0	0
ENSMUSG00000083470	0	0	2	0	0	0	0	0
ENSMUSG00000083471	0	1	0	0	2	2	1	0
ENSMUSG00000083474	3	5	5	6	8	3	6	13
ENSMUSG00000083475	0	0	0	0	0	0	0	0
ENSMUSG00000083477	50	31	30	37	38	18	40	58
ENSMUSG00000083478	0	0	0	0	5	0	0	3
ENSMUSG00000083479	0	0	0	0	0	0	0	0
ENSMUSG00000083481	0	0	0	0	0	0	0	0
ENSMUSG00000083482	12	5	6	12	15	4	14	14
ENSMUSG00000083483	5	6	5	6	7	0	11	5
ENSMUSG00000083484	0	0	0	0	0	0	0	0
ENSMUSG00000083485	0	2	0	0	0	0	0	0
ENSMUSG00000083486	0	0	0	0	0	0	0	0
ENSMUSG00000083487	2	1	4	1	2	2	7	7
ENSMUSG00000083488	1	1	1	1	1	0	1	0
ENSMUSG00000083490	0	0	0	0	0	0	0	0
ENSMUSG00000083491	0	0	0	0	0	0	0	0
ENSMUSG00000083492	0	0	0	0	0	0	0	0
ENSMUSG00000083493	1	0	0	0	0	0	0	0
ENSMUSG00000083494	0	0	0	0	0	0	0	0
ENSMUSG00000083495	0	0	0	0	1	0	1	0
ENSMUSG00000083496	5	7	11	8	9	5	12	14
ENSMUSG00000083498	0	2	0	0	1	0	0	0
ENSMUSG00000083499	0	0	0	0	0	0	0	0
ENSMUSG00000083501	0	1	1	0	0	0	1	0
ENSMUSG00000083502	16	6	2	5	8	3	1	12
ENSMUSG00000083503	0	0	0	0	0	0	0	0
ENSMUSG00000083504	0	0	0	0	0	0	0	0
ENSMUSG00000083505	0	6	0	3	0	2	1	1
ENSMUSG00000083507	1	2	0	0	1	0	1	2
ENSMUSG00000083508	1	0	0	0	0	0	0	1
ENSMUSG00000083509	0	0	0	0	0	0	0	0
ENSMUSG00000083510	0	2	0	3	1	0	1	1
ENSMUSG00000083512	6	4	2	0	5	2	3	2
ENSMUSG00000083513	0	0	0	0	0	0	0	0
ENSMUSG00000083514	0	0	0	0	0	0	0	0
ENSMUSG00000083515	0	0	0	0	0	0	0	0
ENSMUSG00000083516	0	1	0	0	1	0	1	1
ENSMUSG00000083517	0	0	0	0	0	0	0	0
ENSMUSG00000083518	1	0	0	0	0	0	0	0
ENSMUSG00000083519	0	0	0	1	0	0	0	0
ENSMUSG00000083520	1	1	2	0	2	0	0	0
ENSMUSG00000083522	0	0	1	0	0	0	0	0
ENSMUSG00000083524	0	0	0	0	0	0	0	0
ENSMUSG00000083527	0	0	0	0	0	0	0	0
ENSMUSG00000083528	1	0	3	1	2	0	1	0
ENSMUSG00000083529	0	0	0	0	0	0	0	0
ENSMUSG00000083530	0	0	0	0	0	0	0	0
ENSMUSG00000083533	0	0	0	0	0	0	0	0
ENSMUSG00000083534	0	1	3	1	5	1	1	4
ENSMUSG00000083535	0	0	0	0	0	0	0	0
ENSMUSG00000083536	1	2	0	2	2	2	5	3
ENSMUSG00000083538	2	0	1	0	1	0	2	1
ENSMUSG00000083539	4	0	0	4	1	0	1	3
ENSMUSG00000083541	0	0	0	0	0	0	0	0
ENSMUSG00000083542	0	0	0	0	0	0	0	0
ENSMUSG00000083543	0	0	0	0	0	0	1	0
ENSMUSG00000083544	7	1	1	3	14	5	14	14
ENSMUSG00000083545	4	10	9	4	2	5	0	4
ENSMUSG00000083546	0	5	1	3	4	3	0	6
ENSMUSG00000083547	0	0	0	1	1	0	0	0
ENSMUSG00000083548	0	2	1	0	1	0	0	0
ENSMUSG00000083549	1	0	0	0	0	0	1	1
ENSMUSG00000083550	0	0	0	0	0	0	0	0
ENSMUSG00000083551	0	4	0	1	4	0	0	7
ENSMUSG00000083552	0	0	0	0	0	0	0	0
ENSMUSG00000083553	9	5	4	5	3	1	1	3
ENSMUSG00000083554	25	14	7	14	16	9	18	8
ENSMUSG00000083555	0	1	0	0	1	0	1	1
ENSMUSG00000083557	4	3	2	5	6	1	4	4
ENSMUSG00000083558	0	0	0	0	0	0	0	0
ENSMUSG00000083560	0	0	0	0	0	0	0	0
ENSMUSG00000083561	0	0	1	0	0	1	0	0
ENSMUSG00000083562	2	0	1	1	9	2	1	4
ENSMUSG00000083564	1	0	0	1	3	0	0	0
ENSMUSG00000083565	0	0	0	0	0	0	0	1
ENSMUSG00000083566	0	0	0	0	0	0	0	0
ENSMUSG00000083567	34	30	35	30	36	15	16	31
ENSMUSG00000083568	0	0	0	0	0	0	0	0
ENSMUSG00000083569	4	3	1	3	2	0	2	3
ENSMUSG00000083570	0	0	0	0	0	0	0	0
ENSMUSG00000083573	0	1	1	2	2	1	0	0
ENSMUSG00000083574	1	1	0	0	1	0	0	0
ENSMUSG00000083577	0	0	0	0	0	0	0	0
ENSMUSG00000083578	0	0	0	0	0	0	0	0
ENSMUSG00000083579	6	7	2	5	1	2	3	0
ENSMUSG00000083580	1	0	0	0	0	1	2	0
ENSMUSG00000083581	0	0	0	0	0	0	0	0
ENSMUSG00000083582	8	3	2	5	11	3	8	16
ENSMUSG00000083584	1	0	0	1	0	0	0	0
ENSMUSG00000083585	0	0	0	0	1	0	1	0
ENSMUSG00000083586	0	0	0	0	0	0	0	0
ENSMUSG00000083587	0	0	0	0	0	0	1	0
ENSMUSG00000083588	0	1	0	0	0	0	0	0
ENSMUSG00000083589	0	0	0	0	0	0	0	0
ENSMUSG00000083590	0	0	0	0	0	0	0	0
ENSMUSG00000083592	0	0	0	0	0	0	0	0
ENSMUSG00000083594	0	0	0	0	0	0	0	0
ENSMUSG00000083595	5	4	2	2	6	2	1	6
ENSMUSG00000083596	2	2	4	0	0	0	1	0
ENSMUSG00000083597	0	0	0	0	0	0	0	0
ENSMUSG00000083598	0	0	0	0	0	0	0	0
ENSMUSG00000083599	6	4	3	5	5	2	1	6
ENSMUSG00000083601	0	0	0	0	0	0	0	0
ENSMUSG00000083602	0	1	2	1	1	0	2	5
ENSMUSG00000083603	1	0	1	3	0	0	0	0
ENSMUSG00000083605	0	2	0	0	0	0	0	0
ENSMUSG00000083606	0	0	0	0	0	0	0	0
ENSMUSG00000083607	0	0	0	0	0	0	0	0
ENSMUSG00000083608	0	0	0	0	0	0	0	0
ENSMUSG00000083609	0	0	0	0	0	0	1	0
ENSMUSG00000083610	44	48	51	45	80	33	78	83
ENSMUSG00000083611	1	0	0	0	0	0	1	1
ENSMUSG00000083613	0	0	0	0	0	0	0	0
ENSMUSG00000083614	0	0	0	0	1	0	0	1
ENSMUSG00000083615	0	0	0	0	0	0	0	0
ENSMUSG00000083616	0	0	0	0	0	0	0	0
ENSMUSG00000083617	0	0	0	0	0	0	0	0
ENSMUSG00000083619	7	2	5	2	17	1	11	27
ENSMUSG00000083620	0	0	0	0	0	0	0	0
ENSMUSG00000083621	155	150	142	231	240	90	201	215
ENSMUSG00000083622	0	0	0	0	0	0	1	1
ENSMUSG00000083623	14	14	8	17	18	7	9	9
ENSMUSG00000083624	1	0	1	1	1	0	1	1
ENSMUSG00000083625	0	0	0	0	0	0	0	0
ENSMUSG00000083626	31	28	33	24	79	26	93	109
ENSMUSG00000083627	3	2	5	3	2	1	5	3
ENSMUSG00000083628	0	0	0	0	0	0	0	0
ENSMUSG00000083629	0	0	0	0	0	0	0	0
ENSMUSG00000083630	0	0	0	0	1	0	0	0
ENSMUSG00000083631	4	1	2	3	0	2	3	0
ENSMUSG00000083632	0	0	0	0	1	0	0	0
ENSMUSG00000083633	1	2	2	1	1	0	2	1
ENSMUSG00000083635	0	0	0	0	0	0	0	0
ENSMUSG00000083636	1	0	0	0	0	0	0	0
ENSMUSG00000083637	0	0	0	0	0	0	0	0
ENSMUSG00000083640	1	4	2	2	2	2	1	3
ENSMUSG00000083641	0	0	0	0	0	0	0	0
ENSMUSG00000083642	1	1	1	3	4	2	3	1
ENSMUSG00000083643	0	0	0	0	0	0	0	0
ENSMUSG00000083645	0	0	0	0	0	0	0	0
ENSMUSG00000083648	0	0	0	0	0	0	1	2
ENSMUSG00000083649	25	41	40	54	115	65	117	132
ENSMUSG00000083650	0	1	1	1	1	2	1	0
ENSMUSG00000083651	0	0	0	0	0	0	1	0
ENSMUSG00000083653	0	0	0	0	0	0	0	0
ENSMUSG00000083654	2	1	0	1	2	1	1	2
ENSMUSG00000083655	2	2	0	1	5	2	6	13
ENSMUSG00000083657	1	2	4	4	0	0	0	0
ENSMUSG00000083658	0	0	0	0	1	0	0	0
ENSMUSG00000083659	3	1	1	4	2	1	1	1
ENSMUSG00000083660	0	1	0	0	0	0	1	0
ENSMUSG00000083661	1	1	2	1	0	0	0	1
ENSMUSG00000083662	0	2	0	0	0	0	0	0
ENSMUSG00000083663	0	0	0	0	0	0	0	0
ENSMUSG00000083664	0	0	0	0	0	0	0	0
ENSMUSG00000083665	0	0	0	0	0	0	0	0
ENSMUSG00000083666	0	0	0	0	0	0	0	0
ENSMUSG00000083668	6	7	5	10	2	0	0	0
ENSMUSG00000083669	20	16	20	22	10	10	13	20
ENSMUSG00000083670	4	4	3	3	1	1	3	6
ENSMUSG00000083672	12	14	13	13	4	2	3	2
ENSMUSG00000083673	0	0	0	0	0	0	0	0
ENSMUSG00000083674	16	15	18	7	46	30	27	61
ENSMUSG00000083676	0	0	1	0	0	0	0	1
ENSMUSG00000083677	0	0	0	0	0	0	0	0
ENSMUSG00000083678	8	5	6	14	10	11	14	15
ENSMUSG00000083679	116	87	98	152	102	39	66	71
ENSMUSG00000083681	5	5	6	7	11	2	9	15
ENSMUSG00000083682	0	0	0	0	0	0	0	0
ENSMUSG00000083683	0	0	0	0	0	0	0	0
ENSMUSG00000083684	0	3	2	3	1	0	1	4
ENSMUSG00000083685	1	0	1	0	0	0	0	2
ENSMUSG00000083686	1	1	0	0	0	0	0	0
ENSMUSG00000083688	4	1	6	2	9	3	2	5
ENSMUSG00000083689	1	0	1	1	1	4	2	1
ENSMUSG00000083691	1	1	0	0	1	0	0	0
ENSMUSG00000083692	18	16	21	23	35	13	28	33
ENSMUSG00000083693	2	3	1	0	2	0	0	2
ENSMUSG00000083695	0	0	0	0	0	0	2	1
ENSMUSG00000083697	0	0	0	0	2	0	2	4
ENSMUSG00000083698	0	0	0	0	0	0	0	0
ENSMUSG00000083699	4	1	1	1	1	1	0	1
ENSMUSG00000083700	8	7	10	14	10	9	15	11
ENSMUSG00000083701	0	0	0	0	0	0	0	0
ENSMUSG00000083702	0	0	0	0	0	0	0	2
ENSMUSG00000083704	0	0	0	0	0	0	0	0
ENSMUSG00000083706	0	0	0	0	0	0	0	0
ENSMUSG00000083707	0	1	1	2	1	0	0	1
ENSMUSG00000083708	2	4	4	3	5	1	0	4
ENSMUSG00000083709	0	0	0	1	0	0	2	2
ENSMUSG00000083710	0	1	0	0	1	0	0	0
ENSMUSG00000083711	0	0	0	0	0	0	0	1
ENSMUSG00000083713	6	4	0	2	1	1	2	1
ENSMUSG00000083714	0	0	0	0	0	0	0	0
ENSMUSG00000083715	2	4	3	2	2	0	0	1
ENSMUSG00000083716	69	58	39	68	102	23	86	101
ENSMUSG00000083717	0	0	0	0	0	0	0	0
ENSMUSG00000083719	0	0	0	0	0	0	0	0
ENSMUSG00000083720	1	2	0	1	1	0	0	1
ENSMUSG00000083721	0	1	0	1	2	2	2	1
ENSMUSG00000083723	1	0	1	2	0	0	1	0
ENSMUSG00000083727	0	0	0	0	0	0	0	0
ENSMUSG00000083728	0	0	0	0	0	0	0	0
ENSMUSG00000083729	1	1	0	0	0	0	0	0
ENSMUSG00000083731	1	0	1	3	1	1	0	1
ENSMUSG00000083733	0	0	0	0	0	0	0	1
ENSMUSG00000083734	5	0	0	1	8	0	4	8
ENSMUSG00000083735	0	0	0	0	0	0	0	0
ENSMUSG00000083736	7	6	6	9	7	0	5	8
ENSMUSG00000083737	1	4	2	0	6	1	4	3
ENSMUSG00000083738	0	2	2	0	1	0	0	0
ENSMUSG00000083739	0	0	1	7	0	0	0	0
ENSMUSG00000083740	0	0	0	0	0	0	0	0
ENSMUSG00000083741	0	0	0	0	0	0	0	0
ENSMUSG00000083742	0	0	0	0	0	0	0	0
ENSMUSG00000083743	1	0	0	1	2	0	0	1
ENSMUSG00000083745	0	0	0	1	0	0	0	0
